GOOGLE|google.com.br|true
YOUTUBE|youtube.com|true
INSTAGRAM|instagram.com.br|false
FACEBOOK|facebook.com.br|true
UOL|uol.com.br|false
NETFLIX|www.netflix.com|false
DISNEY|disney.com.br|true
MICROSOFT|microsoft.com|true
TIKTOK|tiktok.com|true
DNS GOOGLE|dns.google|true
DISCORD|discord.com|true
PRIME VIDEO|primevideo.com|false
